x_m;y_m
11.6716;11.1693
11.7273;10.9772
11.7297;10.7772
11.6787;10.5838
11.5780;10.4110
11.4348;10.2713
11.2597;10.1748
11.0651;10.1285
10.8652;10.1358
10.6745;10.1960
10.5068;10.3050
10.3742;10.4547
10.2863;10.6343
10.2494;10.8309
10.2663;11.0302
10.3357;11.2177
10.4526;11.3800
10.6086;11.5053
10.7922;11.5844
10.9904;11.6117
11.1886;11.5852
11.3726;11.5068
11.5290;11.3822
11.6466;11.2204
11.7168;11.0331
11.7345;10.8339
11.6984;10.6372
11.6113;10.4572
11.4792;10.3069
11.3120;10.1973
11.1215;10.1363
10.9217;10.1282
10.7269;10.1737
10.5513;10.2695
10.4076;10.4086
10.3062;10.5810
10.2545;10.7742
10.2560;10.9742
10.3109;11.1665
10.4150;11.3372
10.5609;11.4741
10.7380;11.5670
10.9335;11.6094
11.1332;11.5982
11.3226;11.5341
11.4881;11.4218
11.6177;11.2695
11.7020;11.0881
11.7349;10.8909
11.7141;10.6919
11.6409;10.5058
11.5208;10.3459
11.3624;10.2238
11.1772;10.1484
10.9785;10.1250
10.7809;10.1555
10.5985;10.2375
10.4445;10.3652
10.3302;10.5294
10.2638;10.7180
10.2501;10.9175
10.2901;11.1135
10.3808;11.2917
10.5158;11.4393
10.6853;11.5455
10.8769;11.6028
11.0769;11.6068
11.2707;11.5574
11.4443;11.4582
11.5852;11.3162
11.6831;11.1418
11.7310;10.9477
11.7254;10.7477
11.6668;10.5565
11.5592;10.3879
11.4106;10.2541
11.2317;10.1646
11.0355;10.1262
10.8360;10.1414
10.6479;10.2093
10.4847;10.3248
10.3581;10.4797
10.2775;10.6627
10.2485;10.8606
10.2734;11.0591
10.3502;11.2437
10.4735;11.4012
10.6343;11.5201
10.8210;11.5918
11.0201;11.6112
11.2171;11.5768
11.3978;11.4911
11.5492;11.3603
11.6602;11.1939
11.7228;11.0040
11.7325;10.8042
11.6886;10.6091
11.5943;10.4327
11.4564;10.2879
11.2849;10.1851
11.0921;10.1317
10.8921;10.1316
10.6993;10.1849
10.5277;10.2876
10.3897;10.4323
10.2953;10.6086
